loan_amnt,term,int_rate,installment,annual_inc,dti,open_acc,total_acc,loan_paid_back
38373.14,36,7.71,376.96,34453.04,4.93,14,9,1
4243.31,60,12.2,667.98,225395.41,7.74,2,16,1
26102.01,60,12.78,73.07,31379.22,3.6,10,20,1
38916.63,60,20.22,952.5,82392.38,37.98,21,27,1
39150.72,36,14.2,1320.9,75267.72,18.65,21,21,1
19377.71,36,6.62,99.96,25406.55,19.1,5,5,1
7347.22,60,17.68,350.52,58003.52,12.06,6,46,0
8881.29,60,14.39,497.12,207415.26,18.79,2,10,1
35694.45,36,11.63,452.24,28631.46,9.4,21,32,1
36555.64,36,21.04,89.37,25342.27,38.07,13,9,0
24707.31,60,8.09,186.67,165824.88,10.54,23,45,1
30880.88,36,23.26,1371.32,40452.01,37.02,5,13,1
29857.32,60,11.68,1075.7,105463.17,19.53,22,5,1
26811.04,36,14.22,1438.9,20492.56,17.49,2,7,0
33263.8,60,23.58,677.48,,32.15,11,34,1
27730.86,60,20.22,1322.18,93149.61,19.78,8,45,1
21826.09,36,6.49,1230.31,160921.11,,9,25,1
10241.3,36,16.57,1316.16,134792.02,17.41,9,45,0
30011.64,60,11.21,87.56,176060.78,17.59,21,21,0
19464.08,60,15.17,989.2,235246.81,11.81,9,8,1
12496.88,60,19.86,862.94,202889.87,16.82,4,37,1
32275.9,60,14.92,831.47,234716.67,4.8,8,44,1
28171.83,36,6.42,771.44,32471.92,37.61,12,34,1
37556.24,60,15.6,1200.09,,25.6,8,49,1
7452.22,36,5.48,1453.04,94073.67,7.73,7,32,1
26318.38,36,11.97,1248.51,83645.13,31.58,19,28,1
10525.34,60,14.56,1309.48,,10.65,20,46,1
36239.74,36,17.89,741.34,200159.39,23.85,24,27,1
4880.48,36,15.12,1045.2,239485.49,36.58,12,21,0
26590.31,60,8.04,640.88,147474.21,30.61,9,47,1
31852.34,60,23.64,559.62,55509.1,4.88,16,47,1
14841.8,60,18.01,1346.06,69232.49,21.83,15,32,1
38211.39,60,11.34,1360.66,113235.45,28.31,14,40,1
34178.5,60,24.32,1032.86,104124.16,8.08,24,37,0
12490.11,36,22.65,1261.63,74802.1,4.02,9,38,1
1294.1,60,7.87,559.73,215552.49,5.92,4,18,1
12569.63,60,18.11,667.63,84425.86,38.53,24,38,1
11971.11,36,16.2,1236.89,156333.22,33.8,13,32,1
35708.62,60,8.86,615.13,,34.32,23,6,1
38717.73,60,9.67,88.75,232395.85,9.85,4,19,0
3747.16,60,16.28,549.35,164651.69,22.33,4,26,1
19380.5,36,11.43,615.4,96381.5,19.5,21,35,1
22384.95,60,21.7,257.32,166899.11,33.37,12,18,1
4623.55,60,6.95,535.86,93348.5,16.87,2,23,0
15722.41,60,23.28,1403.6,40900.01,21.52,23,38,0
13366.21,60,21.81,1292.04,131597.34,23.24,17,35,0
21906.2,60,19.77,685.51,217845.58,14.85,5,41,1
26786.45,36,10.25,1073.54,229111.62,1.36,11,13,1
28435.92,60,19.3,253.22,145060.67,19.81,13,25,0
6333.45,60,13.78,1136.25,180890.49,19.73,19,36,0
32704.96,60,17.68,729.4,160459.01,1.63,22,24,1
27463.14,60,11.25,1092.18,206489.71,19.45,21,42,1
35673.92,60,21.72,976.71,43741.67,20.45,12,42,1
18524.11,36,5.81,372.16,112315.57,5.38,21,9,1
35861.7,36,18.83,1257.0,78208.57,5.76,17,12,1
34765.19,60,21.57,871.1,21512.46,37.46,21,27,1
18097.96,60,17.93,1182.77,210881.58,7.62,16,22,1
15864.59,36,8.84,168.16,50862.7,12.48,6,10,1
37379.67,36,10.7,934.56,94376.35,11.91,20,14,1
28891.42,36,15.3,459.07,219381.64,26.3,24,15,0
37201.57,60,11.59,1295.52,185903.03,25.68,23,30,0
32082.02,36,5.1,1425.77,150574.05,36.51,18,9,1
24762.6,60,5.81,112.07,91361.53,16.11,5,6,1
5518.26,60,20.36,1094.7,138524.1,31.2,22,5,1
12367.75,36,6.67,181.38,32934.7,15.1,20,38,1
38784.85,60,23.56,1290.54,187278.41,9.6,2,38,1
13457.46,60,13.85,213.05,74582.6,35.65,5,48,1
4636.94,36,20.16,316.66,,19.35,12,14,1
28594.58,60,7.51,399.88,41728.04,15.62,16,45,1
29626.17,36,23.53,1099.91,183481.23,,23,44,1
12132.85,36,5.68,460.03,226041.21,37.58,12,6,0
12609.21,36,5.84,906.24,124865.36,18.06,22,7,1
19286.83,60,6.09,870.76,39141.86,0.79,8,35,0
1849.77,36,7.07,621.32,237367.22,1.3,21,35,0
31783.6,36,14.74,823.05,122821.35,24.36,3,25,1
13366.46,60,20.77,203.74,38478.07,34.08,15,31,1
34296.76,36,10.7,1317.98,63338.24,35.01,7,26,1
32302.59,60,19.92,334.4,47564.28,36.05,6,22,1
26794.68,60,20.48,1323.93,,32.3,2,45,1
13670.12,36,23.17,792.54,55830.84,34.89,6,10,1
21136.35,36,7.99,932.49,232261.85,33.67,14,20,1
18348.34,60,7.71,408.23,68087.09,33.61,11,44,1
14216.39,36,7.44,356.82,121652.33,13.1,16,36,0
34077.32,60,12.19,751.33,187872.15,15.75,20,40,1
19856.78,36,14.79,423.02,175703.82,12.68,22,6,1
33476.2,60,14.23,652.01,239987.22,6.18,13,5,1
5103.52,36,10.14,677.12,242186.8,13.28,4,37,0
6499.97,36,17.44,428.25,151259.73,36.3,13,23,1
39115.49,60,11.77,458.84,193029.91,38.84,9,15,1
23922.97,36,12.32,1460.18,108790.41,6.02,13,34,0
20881.02,36,7.11,893.56,118727.52,26.48,23,33,1
21403.09,60,16.84,1252.86,44005.43,,15,15,1
9395.48,60,18.11,97.24,174886.49,8.27,8,19,0
29029.45,60,20.16,32.83,82240.0,33.6,12,31,0
4306.44,36,23.08,793.08,38368.1,11.86,4,34,1
23359.62,36,20.32,1245.4,42593.11,16.41,20,39,0
23259.98,60,9.71,928.05,186146.7,36.65,5,31,1
36653.35,60,9.71,939.68,72653.25,2.32,10,26,1
21521.13,36,23.3,234.86,197096.62,17.94,13,22,1
6345.45,60,20.8,1468.49,228361.6,20.23,16,32,1
23337.38,60,20.64,808.66,98395.22,36.04,8,30,1
4561.78,60,19.39,180.82,202591.5,22.95,21,42,0
8947.96,36,10.34,638.87,118612.34,37.8,16,27,1
2213.23,36,21.95,135.8,197609.84,12.72,11,33,1
21018.45,60,7.86,644.67,90546.31,19.75,17,8,1
4296.77,36,12.0,1076.0,234242.01,0.91,20,44,0
19306.38,36,11.93,505.58,247057.51,39.55,5,35,0
37384.86,60,16.2,490.26,108815.17,9.33,12,33,1
29070.7,36,14.27,786.08,65753.26,37.15,24,31,1
4019.06,60,14.2,762.77,177626.1,16.01,20,44,1
9744.18,36,16.07,716.7,154226.69,6.61,14,48,0
27272.83,60,13.31,789.76,248037.61,16.79,14,22,1
35893.37,60,10.0,100.5,206666.66,12.96,9,16,1
2283.82,60,18.28,727.17,212074.07,38.07,19,21,1
32685.59,36,20.81,1488.26,187090.49,30.85,5,49,1
22910.74,60,14.58,1153.57,100681.48,8.3,23,12,1
22297.56,36,17.99,452.73,235243.76,21.6,7,12,0
38354.71,60,15.71,1026.24,127104.13,26.8,16,12,1
30158.14,36,6.18,514.96,111871.96,23.17,21,34,1
34154.64,60,13.46,311.53,64674.01,36.67,15,6,0
14805.83,60,5.2,1167.12,,4.52,6,17,1
22620.2,36,18.24,338.09,20518.58,1.62,23,40,1
25000.82,60,15.16,1292.18,171778.06,24.48,10,42,1
13541.77,60,7.54,589.2,159257.31,29.81,9,42,0
23239.68,36,15.84,1142.56,112697.63,32.38,13,10,1
10229.56,36,22.97,411.61,242434.67,8.45,6,8,0
6591.65,60,11.81,989.52,179414.43,7.6,24,30,1
15584.84,60,24.65,342.42,75824.73,33.54,3,38,1
29832.3,36,24.19,62.1,107101.4,13.5,13,35,1
36731.3,60,20.71,1227.47,138633.94,26.39,2,41,1
18850.85,60,21.28,1288.56,145431.21,6.03,10,15,1
26070.12,36,13.21,1324.44,83396.13,32.04,2,7,1
5018.45,60,13.05,83.36,77371.26,38.44,16,7,1
36274.09,60,24.09,1148.56,88867.39,38.87,3,5,0
23175.56,36,12.32,1258.73,241571.18,20.76,4,10,0
31433.19,60,6.94,488.2,102690.77,9.57,9,26,1
31983.21,60,8.05,721.56,106052.75,5.64,7,15,1
11002.74,60,19.21,629.64,185656.17,9.83,23,30,1
21637.8,60,12.66,676.95,57434.58,24.87,24,46,0
38458.71,60,8.99,1274.66,167927.53,17.44,10,27,1
4495.75,36,21.28,644.27,173209.89,19.1,13,42,1
27638.95,60,14.77,474.47,34838.43,18.97,21,10,0
38528.3,60,16.35,221.66,63687.4,31.74,9,42,1
12722.51,36,8.08,1022.01,127292.93,33.25,5,35,1
34596.47,60,8.86,153.78,212146.01,0.56,16,26,1
37412.64,60,7.52,119.94,188438.95,36.73,14,7,1
30136.36,60,15.29,1031.92,220893.75,15.54,12,30,1
10021.8,36,20.51,1050.6,215731.47,9.63,14,6,1
14026.03,60,19.65,322.65,137645.46,39.84,14,26,0
2396.56,36,10.22,1437.06,163125.27,4.9,21,32,1
33426.68,36,22.03,1188.09,231783.79,12.84,8,19,0
34134.84,60,7.11,1039.05,190446.73,36.28,14,10,1
25675.7,36,7.28,1138.89,102311.63,19.03,5,36,0
14748.59,36,21.99,635.47,100583.05,37.03,17,25,1
3995.63,36,9.89,699.79,104323.09,9.66,24,29,0
30369.25,36,19.16,1309.22,133896.73,16.3,5,25,1
29334.52,60,5.18,67.37,103372.24,2.07,8,23,1
36591.5,60,6.87,1209.56,63127.07,18.17,7,16,1
29490.75,60,17.19,687.93,156831.39,0.02,24,14,1
33319.1,60,8.65,712.03,219918.36,12.68,2,42,0
30092.23,36,5.56,508.78,133286.15,28.6,12,29,1
25596.8,60,14.34,922.4,70404.22,28.97,17,20,0
17651.69,60,11.61,1023.24,207001.58,17.11,14,49,1
36182.58,36,21.05,266.31,193821.17,0.52,18,43,0
26387.77,60,21.38,861.6,181049.96,5.24,21,32,1
16535.86,36,17.29,713.42,175186.61,9.68,23,26,1
4255.3,60,10.86,1179.41,199923.07,0.66,17,6,1
12337.49,60,14.23,831.57,210960.48,8.68,13,17,1
22205.34,60,19.05,661.47,226586.69,20.94,20,37,1
11749.78,36,6.39,807.53,160284.18,5.03,18,6,0
9628.18,60,11.65,751.13,110526.34,34.65,23,14,1
21568.35,60,21.45,1404.71,40676.14,2.4,12,40,1
7622.99,36,13.12,488.47,186155.77,31.03,15,13,1
32215.99,60,17.49,84.9,52477.74,17.85,2,24,1
19890.36,60,6.93,1003.14,219759.56,24.51,4,28,1
23380.65,36,20.54,917.65,113351.17,19.34,15,43,1
6747.95,36,7.01,1367.65,221511.41,17.13,14,15,1
13658.48,60,22.23,202.69,139249.16,27.21,22,14,1
16993.5,36,7.13,798.29,124301.12,9.09,21,28,1
32520.3,36,22.82,251.63,103621.1,19.47,11,19,1
31036.22,36,12.28,699.89,34109.82,32.29,4,27,1
9696.12,60,17.49,1205.07,22651.43,6.21,11,9,1
25030.98,60,21.93,1290.36,136998.53,3.71,11,44,1
10494.8,36,5.2,1255.77,227254.76,24.14,23,46,1
39541.64,36,10.31,834.69,154805.33,38.54,5,19,1
38132.83,60,23.17,961.92,218346.91,17.17,8,5,1
22967.32,36,12.76,840.8,249943.47,32.59,9,46,1
28257.2,36,19.13,855.02,61081.85,18.81,16,6,1
32255.78,60,7.8,1331.17,171702.6,9.39,9,41,0
29118.94,60,18.57,337.63,115888.79,19.4,7,28,0
28293.32,60,6.46,674.99,68025.18,17.68,22,16,1
38383.61,36,19.35,926.79,75407.85,10.09,24,20,1
24261.79,36,11.48,1155.07,76270.33,14.13,11,40,1
25815.8,36,14.32,1149.98,187819.88,15.68,6,15,1
34121.48,60,8.33,202.36,101650.46,34.37,4,48,1
27125.74,36,17.56,356.21,78818.89,12.3,14,45,0
29584.37,60,11.75,1369.93,223770.95,37.01,12,18,1
10132.58,60,12.67,555.55,27899.26,0.54,8,33,1
15479.41,36,18.04,33.99,189192.07,5.14,17,40,1
6744.75,60,8.58,323.7,240928.05,1.08,16,6,1
20724.85,36,22.04,1455.24,163897.95,30.71,24,39,0
18773.37,36,19.79,485.33,146077.48,4.98,11,36,1
39889.35,60,16.55,932.16,34132.71,22.96,7,46,1
24837.14,36,7.57,1098.18,135680.53,31.12,8,28,1
31671.35,60,18.74,980.48,103122.95,19.57,13,31,1
14026.57,60,5.36,585.02,198963.14,3.92,19,26,1
33430.27,60,21.09,662.71,206708.54,33.5,14,30,1
24988.31,36,11.08,1261.84,58548.56,8.25,14,40,1
28182.7,36,7.34,1004.29,140116.14,3.78,15,18,1
12482.8,36,8.29,64.45,217785.68,,17,23,1
22396.9,60,24.26,329.08,163641.13,1.12,19,5,1
25727.44,60,20.48,450.86,130623.35,24.71,17,38,1
23974.69,36,9.76,567.27,226554.16,16.82,13,5,1
36692.55,60,24.27,878.03,242292.22,17.38,14,44,0
36032.63,36,7.8,568.77,74113.04,32.18,7,9,1
38868.38,36,19.67,1242.77,62043.11,,18,18,1
27029.69,36,18.13,726.54,218910.85,29.67,24,31,1
38904.65,36,21.43,768.2,75878.38,28.22,23,6,1
33466.64,60,12.63,658.26,215002.88,35.57,20,26,1
11562.45,36,13.04,486.39,89273.02,23.09,9,34,1
17669.99,60,17.49,1095.46,24412.93,6.4,18,15,0
10297.31,60,12.96,367.46,117046.01,1.86,5,19,1
1163.69,36,5.83,1043.55,29284.44,17.68,9,41,1
8333.9,36,19.59,808.67,67837.97,28.81,3,21,1
1158.36,60,17.82,180.33,130253.21,1.69,7,43,1
29073.7,36,13.47,56.41,28853.92,9.93,9,40,0
17595.84,60,11.06,279.08,27639.39,30.83,12,5,0
13190.41,60,11.41,1148.7,55683.92,9.22,15,20,0
30707.11,60,19.82,595.36,126433.31,15.24,4,5,1
33466.98,60,19.58,1213.17,244023.9,29.88,13,23,0
39036.68,36,21.38,767.8,41485.3,17.22,4,13,1
26038.53,36,20.24,78.14,163050.87,30.85,5,39,1
18999.63,36,20.16,1273.76,134326.84,10.81,20,23,1
12905.31,60,10.04,1406.31,33835.71,38.32,17,38,1
9670.41,36,7.03,139.1,27852.63,3.75,20,13,1
9304.11,60,20.24,336.28,71022.3,30.06,6,38,1
16958.39,60,6.97,1081.86,177492.68,2.97,8,46,1
39679.67,60,24.64,1495.85,241349.31,33.8,19,17,1
1033.29,36,22.5,1318.17,147897.88,5.46,4,18,0
8691.03,36,15.67,175.45,30527.62,23.46,10,37,1
8347.33,60,12.04,922.64,79334.36,13.34,15,28,1
28967.66,36,15.54,1007.85,236734.12,24.19,20,39,1
14746.9,60,19.69,957.32,22879.72,1.91,7,19,1
18833.17,36,20.13,865.05,158517.88,35.25,23,21,0
6796.34,36,6.47,459.54,61151.12,28.57,22,25,1
16794.88,36,21.1,1012.7,35228.55,13.83,16,7,1
5024.79,60,17.83,1100.82,78520.33,18.82,23,5,1
21788.69,36,5.81,876.38,235507.32,25.05,17,18,1
4819.6,36,11.26,760.82,195204.6,24.71,12,33,1
31829.83,60,15.21,351.97,59380.61,25.59,3,11,1
23097.47,36,8.77,830.74,35111.68,,24,44,0
29234.75,60,8.1,218.53,,31.73,5,21,1
17322.14,36,5.29,136.89,32112.04,18.39,22,29,1
15878.16,60,23.23,1173.44,112933.72,32.01,7,45,1
4830.15,60,6.12,1024.12,,,13,47,1
21430.37,36,12.32,984.08,135152.6,4.13,15,31,0
21065.58,60,9.12,1394.35,226273.36,14.24,5,15,1
19255.98,60,19.82,589.74,201989.19,21.24,23,39,1
29880.22,36,19.14,617.61,147711.78,5.4,16,15,1
33467.67,36,21.12,638.21,201792.95,10.37,12,22,1
30280.8,36,17.34,713.97,41819.32,1.97,21,24,1
6610.76,36,16.83,783.88,66313.19,27.25,24,10,1
25260.32,60,13.14,1173.69,181096.71,19.86,17,20,0
4132.6,60,17.73,350.02,21315.59,1.25,8,45,0
28090.27,36,7.3,668.1,21076.23,12.15,13,44,1
15891.72,36,18.69,772.54,107478.53,16.33,21,6,0
6167.46,36,7.08,278.6,219427.61,13.7,15,29,1
34619.98,36,22.23,1061.86,245595.47,0.73,2,5,1
24946.33,60,15.11,112.72,169462.13,11.51,15,6,1
14834.27,60,15.61,891.29,238563.39,3.25,6,11,1
2198.36,60,16.7,327.15,214964.89,0.23,21,18,0
21955.1,60,20.52,42.45,66340.88,14.13,19,22,1
37005.81,60,14.57,494.18,112909.85,15.46,6,37,1
24258.81,36,13.55,660.84,163467.47,36.58,19,33,1
38894.37,36,10.77,1231.43,54801.87,5.13,4,43,1
6321.59,60,7.56,629.53,92013.93,28.02,17,5,1
23163.9,60,8.81,1375.69,193969.31,10.54,11,35,1
32126.88,36,5.01,1268.53,99271.14,19.9,19,49,1
21496.09,60,22.39,313.32,232964.65,17.23,19,48,1
4551.59,60,20.3,258.9,113558.67,19.36,2,42,1
23732.55,60,9.37,388.45,70544.79,30.5,14,31,0
24857.78,60,5.05,558.73,68327.3,0.74,4,31,1
29419.66,36,14.84,887.72,178059.4,13.17,14,48,1
30687.25,60,13.25,212.4,104674.92,13.61,3,49,1
31060.13,60,20.52,812.1,74567.95,3.79,11,6,1
26874.33,60,13.06,883.74,179589.27,0.43,7,24,1
9416.64,60,22.28,1001.51,116921.43,28.76,23,21,1
16765.19,60,6.92,838.64,214578.31,35.31,21,43,1
31269.07,36,12.32,1243.0,146264.98,12.44,9,43,1
38183.65,36,23.68,973.14,,26.12,24,12,1
4078.93,36,5.23,1389.09,106124.5,39.81,3,7,1
21885.93,60,12.82,1060.36,84884.01,6.57,12,5,1
13188.37,60,10.19,671.08,168247.21,,18,33,1
9790.36,36,15.64,338.24,182923.85,32.72,13,35,1
20726.62,36,10.58,45.47,23902.75,0.13,6,11,0
24637.48,60,22.4,162.89,173958.12,23.71,22,17,1
1381.12,60,23.74,308.82,61634.85,19.12,7,44,1
31428.06,36,21.98,348.17,240538.49,28.83,20,25,0
32975.4,60,12.97,1120.8,152481.56,21.16,19,35,1
38654.92,60,24.8,597.5,49127.18,20.65,5,30,1
8045.11,36,19.7,507.07,32125.22,28.41,12,34,1
24187.55,60,12.11,106.98,222308.8,22.0,15,37,1
17638.39,60,6.87,821.83,215643.52,,18,38,1
14058.29,60,18.34,930.98,119841.85,27.92,12,6,0
23059.7,36,19.57,1320.45,40125.0,32.27,8,9,1
31512.94,60,7.45,769.18,109695.96,16.9,3,44,0
1899.06,60,15.99,41.35,194921.79,38.32,4,10,1
38806.6,36,24.74,125.96,172143.64,17.94,19,32,1
32585.38,60,11.52,428.38,218988.01,13.85,4,23,1
30294.99,60,11.04,234.6,192774.19,37.57,20,27,1
30655.11,60,23.07,1162.76,95931.01,15.08,6,37,0
16173.37,36,7.35,188.55,98460.64,14.62,6,32,1
30313.2,36,23.67,266.35,168983.72,22.25,20,18,1
16084.04,60,20.59,1010.18,91339.72,33.98,24,10,1
36049.57,36,12.82,382.25,219561.82,13.2,23,23,1
7911.67,36,6.67,1454.55,95371.42,33.18,5,6,1
12401.55,36,5.38,1298.89,132454.59,6.52,15,11,0
22502.16,36,12.52,1124.47,29942.34,6.9,2,34,1
13449.23,36,19.11,534.41,47160.8,18.04,24,38,1
17545.25,36,14.75,113.47,50336.06,10.53,7,14,0
20204.48,36,19.77,524.51,99150.02,19.37,22,40,1
34397.78,36,18.41,583.79,46824.02,0.5,5,5,1
21404.5,36,16.46,217.33,125134.86,11.07,6,36,0
15135.93,60,24.35,207.34,81905.64,37.9,23,31,1
10661.71,36,19.57,1012.12,82664.95,35.17,22,42,1
16938.36,36,23.29,371.63,122465.31,1.15,2,17,1
21113.71,60,9.84,1026.68,216383.12,32.17,11,38,1
30098.48,60,19.27,836.0,195197.96,17.76,4,48,0
5720.9,60,16.96,1355.15,223256.92,32.67,5,17,1
9642.76,60,23.49,1201.84,247740.38,11.2,19,30,1
15806.51,36,15.21,252.52,22553.48,22.01,15,15,1
15055.54,36,10.59,926.94,179276.86,39.44,8,5,1
16278.18,36,12.7,990.1,47560.8,13.07,2,13,1
31947.33,60,9.38,1297.22,235469.5,35.39,14,46,1
13642.02,36,9.4,972.21,72174.53,35.09,24,28,1
20574.03,36,14.41,236.85,100489.78,6.16,21,38,0
25332.37,60,22.85,409.92,245182.23,9.74,7,23,1
10054.96,60,8.84,967.27,219454.25,5.12,10,11,1
29029.12,60,10.76,1370.56,,11.52,6,27,1
22337.34,60,22.06,1340.55,30779.31,20.95,6,9,1
18424.47,60,11.79,558.0,208333.44,37.12,23,25,1
32581.58,36,24.25,1251.09,36185.57,15.86,13,39,1
10496.32,60,10.38,781.59,215898.93,39.52,21,21,1
35443.86,60,13.84,712.58,232662.78,15.97,21,6,1
22880.9,36,6.91,545.8,25482.54,23.56,22,46,0
24757.82,36,24.84,1026.96,70601.57,38.59,9,32,1
35127.3,36,22.8,911.41,25333.68,24.06,5,9,1
32885.72,60,21.35,580.76,36751.64,15.48,14,15,0
24460.92,60,8.15,1151.37,142836.72,21.02,5,43,1
30374.32,36,24.39,587.64,187937.72,21.75,17,12,1
17899.46,36,23.58,889.05,130278.95,4.2,14,16,1
22347.73,60,13.71,606.8,108767.3,16.19,11,18,1
3420.74,36,18.63,201.81,67545.57,21.05,22,7,0
4504.46,36,24.85,266.96,74412.5,31.17,19,19,1
33347.59,36,13.19,995.41,153951.16,0.24,14,36,0
3327.19,36,7.26,1222.5,216825.79,32.56,17,23,1
7606.57,60,22.36,718.64,113051.14,10.81,17,23,1
32037.47,60,14.53,508.61,236114.35,28.62,23,11,1
1044.69,60,24.74,524.65,31987.34,30.89,20,16,0
12013.77,36,16.02,908.54,210718.44,34.39,22,11,1
23777.51,60,5.59,717.5,97896.54,38.07,16,41,1
24222.55,60,14.83,31.09,219816.51,36.0,15,40,0
31308.96,36,19.36,1164.06,231465.83,25.33,19,27,1
20731.12,36,5.52,239.21,181093.94,29.02,16,38,1
20866.67,60,13.27,1021.97,101662.24,28.08,2,43,0
29287.11,36,8.11,535.99,125094.91,20.72,2,6,1
20446.35,36,17.86,879.66,146908.53,30.74,18,20,1
24731.15,60,24.15,1287.02,126278.38,18.12,12,6,1
36013.19,60,17.49,256.78,201965.6,32.8,7,40,1
16656.59,60,18.9,1173.12,197451.51,29.75,17,21,0
16019.88,36,12.93,86.31,22910.75,19.59,24,43,1
1138.41,36,16.26,1384.41,54882.23,20.57,23,33,1
24923.62,36,15.88,326.33,103616.23,25.64,5,28,1
2161.1,36,20.19,1197.79,174657.74,13.32,19,31,1
20661.79,36,22.14,128.81,72830.53,22.24,15,30,0
32365.12,36,18.26,510.76,94241.56,36.0,10,11,1
22446.92,60,24.6,961.31,126278.4,12.44,4,5,1
11515.81,60,21.57,998.47,155597.75,27.58,22,19,1
31660.57,36,7.49,1057.25,227413.18,1.59,15,13,1
11518.96,60,15.15,545.76,205065.5,5.13,9,42,1
29588.24,60,23.06,1009.03,102620.02,35.4,15,17,1
24800.08,60,23.88,659.9,196636.29,36.13,17,37,1
7629.86,36,12.6,861.9,211511.34,22.75,8,34,1
36300.22,60,19.51,834.42,140137.6,23.88,17,21,1
8825.1,60,13.21,277.17,88089.73,16.39,22,22,1
39593.9,36,7.47,1274.5,236906.57,23.87,3,20,1
1285.11,36,22.69,1304.7,241318.09,35.03,23,26,1
11275.85,36,23.64,329.48,71655.98,6.18,16,15,1
8794.55,60,15.1,642.3,200565.21,20.02,2,19,1
1545.74,60,5.37,713.37,29603.57,35.04,13,45,1
29562.35,60,21.32,836.92,20548.93,2.84,17,31,1
28043.61,36,14.54,62.74,100861.85,8.05,8,12,1
31901.69,36,6.5,1145.46,126383.84,20.51,17,8,0
11011.24,36,8.79,1297.08,145657.41,24.7,10,36,1
18329.07,60,8.04,239.03,107000.84,28.29,15,24,1
26705.43,60,18.73,1348.04,49623.52,7.4,22,42,1
18150.97,60,10.99,1280.84,99302.05,23.91,12,34,1
28195.71,36,7.55,827.12,209019.93,13.74,2,11,1
25724.96,36,23.35,433.86,97213.29,12.66,5,41,0
5471.26,60,24.13,335.01,156229.83,2.52,19,9,1
31460.68,60,7.77,749.01,176601.63,4.96,12,47,1
29106.38,60,9.6,775.59,188460.49,31.96,14,46,1
26577.54,36,16.84,988.25,132237.02,18.27,17,22,0
7048.65,60,8.01,1208.41,48913.8,29.96,20,28,1
11451.86,36,8.17,1403.71,227116.89,32.7,11,38,1
16333.9,60,11.73,1200.53,79871.04,31.73,16,5,1
11917.26,60,23.98,1366.3,97959.85,39.25,20,44,1
9884.6,60,24.25,764.07,197969.01,10.37,13,27,1
32408.95,60,21.84,87.16,195610.48,2.91,2,32,1
25891.06,60,18.91,106.19,226168.76,20.91,7,46,0
23053.41,60,19.41,424.68,27762.08,38.53,7,30,1
9812.16,60,14.39,932.56,,8.09,11,8,1
36804.99,60,15.6,522.78,202211.86,21.76,20,38,0
8456.14,60,17.69,274.23,140771.8,16.38,22,34,1
32003.09,60,19.63,1280.23,56681.75,24.95,24,20,1
38700.23,36,6.94,1477.94,145348.55,17.45,17,22,1
29356.62,36,9.5,54.46,64606.97,39.54,11,36,0
39721.49,60,24.26,161.45,241940.13,31.17,5,41,1
26390.99,60,11.7,764.03,183026.85,30.92,18,17,1
9480.95,36,10.37,526.37,157134.3,14.68,19,21,0
8948.96,36,13.44,1179.76,207073.63,30.61,5,18,1
13658.01,36,10.82,991.82,142462.86,20.87,20,5,0
1278.07,60,6.82,130.71,33859.76,34.29,21,43,1
27586.24,60,9.16,830.98,79576.8,31.29,4,43,0
11478.04,60,17.8,524.7,245788.14,26.81,9,23,1
32792.15,60,9.46,1448.72,215686.99,9.65,15,46,1
15007.73,36,17.95,728.66,233312.31,22.95,17,37,1
19718.3,36,7.0,1393.67,42501.13,35.72,13,16,0
38661.87,36,5.84,74.36,77039.63,24.96,11,14,1
10444.71,36,22.23,181.81,34545.3,33.27,3,33,1
29128.91,60,20.2,597.82,209097.8,21.35,7,31,1
30449.59,36,18.32,1333.83,59997.08,33.72,15,37,1
9618.93,36,5.62,830.57,114312.13,23.34,7,20,1
20538.88,60,9.79,1241.49,81985.46,34.05,17,24,1
14657.88,60,21.25,446.79,233982.22,18.91,5,18,1
31104.34,60,7.89,193.9,159927.45,26.66,18,18,1
25276.85,36,21.26,391.68,203885.99,2.29,15,18,1
19563.34,36,16.68,978.6,158492.46,17.51,4,45,1
31395.17,60,19.81,1310.98,160886.67,5.58,3,16,1
10171.07,60,17.89,698.85,108070.03,9.21,8,24,1
30391.25,60,13.34,314.61,74970.07,21.65,22,10,1
34749.6,60,10.84,967.29,100129.0,21.63,10,34,1
35266.24,36,18.45,319.49,87817.83,31.97,21,41,1
31563.27,60,21.14,868.32,178982.04,19.0,4,21,1
16912.55,36,5.89,180.37,117189.77,37.77,8,35,1
39290.51,60,12.6,1222.37,146537.68,13.4,2,25,1
15804.15,60,12.01,1213.59,197316.54,18.36,18,10,0
25906.39,36,16.19,825.65,81307.67,30.82,15,15,1
7281.89,60,7.28,86.13,117439.41,26.28,4,48,1
39237.51,60,23.67,441.87,139482.06,6.67,4,36,1
28455.45,60,15.97,233.28,32375.65,20.76,18,30,1
30381.72,36,23.48,799.48,55002.93,3.03,17,48,0
3565.29,36,21.34,179.55,34607.44,5.97,2,8,1
30773.29,60,8.83,1308.5,193019.05,4.18,3,13,1
31214.21,60,7.65,1279.74,88978.95,3.8,3,48,1
27199.14,36,22.23,259.46,117196.5,5.85,4,6,0
12384.47,36,15.72,1051.49,174634.62,35.62,11,30,1
20097.91,36,5.39,1053.86,242287.99,27.52,4,32,1
5306.94,60,23.68,613.23,206540.49,27.02,17,31,1
19391.9,60,14.46,254.91,33293.91,35.84,14,13,1
10509.13,60,11.02,224.2,90318.8,27.91,18,47,0
14614.78,60,15.33,1117.03,31287.76,24.36,22,38,0
